long,long,long,long,flags,flags,flags,flags,flags,flags,flags,flags,flags,None,flags,None,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,long,long,long,long,long,long,long,long,long,long,None,long,float,long,long,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,flags,long,long,flags,long,long,long,long,long,long,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,flags,long,flags,long,long,long,long,long,flags,long,long,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,flags,long,long,long,flags,flags,flags,long,long,flags,long,float,float,float,flags,long,long,long,long,long,flags,long,long,long,float,float,float,long,long,
139,0,1,0,0x10000,0x0,0x80000,0x80,0x0,0x0,0x4000000,0x0,0x80000000,,0x8000000,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0x0,101,0,13,8,8,8,0,0,0,0,,5,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,1,0,0.0,0.0,0.0,8,-1,0,0,0,0,21,0,0,0,0,0,0,0,0,8,0,0,3000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,280,0x0,321,0,0x32,,,,,,,,,"Оновлення",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Відновлює цілі $<total> од. здоров'я протягом $d.",,,,,,,,0xFF01FE,,,,,,,,,"Відновлення $s1 од. здоров'я раз на $t1 с.",,,,,,,,0xFF01FE,17,0x85,1500,0,6,0x40,0x0,0x400,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x2,0,0,0,0.207000002265,0.0,0.0,30,0,
142,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0x0,101,0,0,0,0,0,0,10,0,0,,5,15.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,2,0,0,6,0,0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,4,0x0,1,0,0x32,,,,,,,,,"Новий магічний снаряд (тест)",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x2,0,0,0,1.0,0.0,0.0,0,0,
143,0,0,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0x0,101,0,10,6,6,32,0,0,0,0,,35,24.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,2,6,0,15,1,0,0.800000011921,0.0,0.0,30,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,3,0,0,2000,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,67,0x0,185,0,0x32,,,,,,,,,"Вогняна куля",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 2",,,,,,,,0xFF01FE,,,,,,,,,"Кидок вогняної кулі, яка завдає $s1 од. шкоди від вогню та додатково $o2 од. шкоди від вогню протягом $d.",,,,,,,,0xFF01FE,,,,,,,,,"$s2 од. шкоди від вогню раз на $t2 с.",,,,,,,,0xFF01FE,11,0x85,1500,0,3,0x1,0x0,0x8,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x4,0,0,0,0.270999997854,0.0,0.0,0,0,
145,0,0,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,15,0,0,0x0,101,0,16,12,12,32,0,0,0,0,,35,24.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,2,6,0,21,1,0,1.0,0.0,0.0,52,1,0,0,0,0,6,6,0,0,0,0,0,0,0,0,3,0,0,2000,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,67,0x0,185,0,0x32,,,,,,,,,"Вогняна куля",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 3",,,,,,,,0xFF01FE,,,,,,,,,"Кидок вогняної кулі, яка завдає $s1 од. шкоди від вогню та додатково $o2 од. шкоди від вогню протягом $d.",,,,,,,,0xFF01FE,,,,,,,,,"$s2 од. шкоди від вогню раз на $t2 с.",,,,,,,,0xFF01FE,14,0x85,1500,0,3,0x1,0x0,0x8,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x4,0,0,0,0.5,0.0,0.0,0,0,
168,0,0,0,0x10000,0x0,0x0,0x0,0x80000,0x0,0x0,0x10000000,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0x28,100,0,0,1,1,30,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,6,0,1,0,0,0.0,0.0,0.0,29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22,42,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,6136,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,124,0x0,181,0,0x32,,,,,,,,,"Морозний обладунок",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Збільшує броню на $s1 од. Противник, що завдає заклиначеві удару, може заціпеніти. У цьому випадку його швидкість пересування буде знижена на $6136s1%, а час між атаками збільшено на $6136s2% протягом $6136d. Маг може використовувати одночасно лише одне заклинання типу «Обладунок». Час дії – $d.",,,,,,,,0xFF01FE,,,,,,,,,"Броня посилена на $s1, також може сповільнити атакуючих противників.",,,,,,,,0xFF01FE,24,0x85,1500,0,3,0x2080000,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x10,0,0,0,0.0,0.0,0.0,0,0,
172,0,1,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x800000,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0x0,101,0,9,4,4,29,0,0,0,0,,4,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,3,0,1,0,0,0.0,0.0,0.0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,8629,0x0,313,0,0x32,,,,,,,,,"Порча",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Насилає на ціль порчу, завдаючи їй $o1 од. шкоди від темної магії за $d.",,,,,,,,0xFF01FE,,,,,,,,,"$s1 од. шкоди від темної магії раз на $t1 сек.",,,,,,,,0xFF01FE,9,0x85,1500,0,5,0x2,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x20,0,0,0,0.0623999983072,0.0,0.0,0,0,
184,21,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,4,0,15000,15,0,0,0x0,101,0,37,24,24,3,0,0,0,0,,4,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,-1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,23,0,0,3000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3053,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,289,0x0,31,0,0x32,,,,,,,,,"Вогняний щит II",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Огортає союзника щитом полум'я, який завдає $3053s1 од. шкоди від вогню найближчим противникам раз на $t1 сек. Час дії – $d.",,,,,,,,0xFF01FE,,,,,,,,,"Завдає $3053s1 од. шкоди від вогню найближчим противникам раз на $t1 сек.",,,,,,,,0xFF01FE,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x4,0,0,0,0.0,0.0,0.0,0,0,
196,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,1,0x0,25,60,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,1526,0,0x32,,,,,,,,,"Одноручні сокири",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
197,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,2,0x0,25,60,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,328,0,0x32,,,,,,,,,"Дворучні сокири",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
198,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,16,0x0,25,60,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,367,0,0x32,,,,,,,,,"Одноручна дробильна зброя",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
199,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,32,0x0,25,60,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,435,0,0x32,,,,,,,,,"Дворучна дробильна зброя",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
200,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,64,0x0,25,60,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,1527,0,0x32,,,,,,,,,"Древкова зброя",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
201,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,128,0x0,25,60,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,26,0,0x32,,,,,,,,,"Одноручні мечі",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
202,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,256,0x0,25,60,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,26,0,0x32,,,,,,,,,"Дворучні мечі",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
203,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,8192,0x0,25,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,148,0,0x32,,,,,,,,,"Рукопашний бій",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
204,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,26,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,131,0,0x32,,,,,,,,,"Захист",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
205,0,1,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x200000,0x0,0x0,,0x0,,0x0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,15,0,0,0x0,101,0,12,8,8,32,0,0,0,0,,4,28.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,2,6,1,5,1,0.0,0.699999988079,0.0,-41,30,-1,11,0,0,6,6,6,0,0,0,0,0,0,33,0,118,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,13,0x0,188,0,0x32,,,,,,,,,"Льодяна стріла",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 2",,,,,,,,0xFF01FE,,,,,,,,,"Випускає в противника льодяну стрілу, що завдає йому ${$m2*$<mult>} - ${$M2*$<mult>} од. шкоди від магії льоду та знижує його швидкість пересування на $s1% на $d.",,,,,,,,0xFF01FE,,,,,,,,,"Швидкість пересування знижена на $s1%.",,,,,,,,0xFF01FE,7,0x85,1500,0,3,0x20,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x10,0,0,0,0.0,0.282999992371,0.0,167,0,
227,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,1024,0x0,25,60,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,286,0,0x32,,,,,,,,,"Посохи",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
228,0,1,17,0x10000,0x0,0x40,0x0,0xE0000000,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0x0,101,0,0,30,30,1,0,120,0,0,,3,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,6,6,1,0,1,0.0,0.0,0.0,-1,0,-67,0,0,0,6,6,6,0,0,0,0,0,0,56,27,79,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,620,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,607,0x0,318,0,0x32,,,,,,,,,"Поліморф: курча",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 2",,,,,,,,0xFF01FE,,,,,,,,,"Перетворення противника на курча, яке не може застосовувати заклинання та здібності, зниження його шкоди на $s3% на час до $d.",,,,,,,,0xFF01FE,,,,,,,,,"Неможливість застосовувати заклинання, шкода знижена на $s3%.",,,,,,,,0xFF01FE,0,0x85,1500,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x8,0,0,0,0.0,0.0,0.0,0,0,
246,51,1,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,10000,8,0,0,0x0,101,0,0,28,28,1,0,140,0,0,,4,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,6,0,1,1,0,0.0,0.0,0.0,-36,-151,0,8,11,0,6,6,0,0,0,0,0,0,0,138,33,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,68,0x0,27,0,0x32,,,,,,,,,"Уповільнення",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Знижує швидкість пересування противника на $s2% та швидкість атаки на $s1% на $d.",,,,,,,,0xFF01FE,,,,,,,,,"Швидкість пересування знижена на $s2%, а швидкість атаки – на $s1%.",,,,,,,,0xFF01FE,0,0x85,1500,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x8,0,0,0,0.0,0.0,0.0,0,0,
260,1,0,0,0x20000000,0x20000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,21,0,0,0,0,,6,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,99,0,0,0,0,0,25,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,1,0,0x0,,,,,,,,,"Підкорення (ТЕСТ)",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
261,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,15,0,0,0,0,,3,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,28,0,0,0,0,0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0,0.0,0.0,0,0,0,0,0,0,48,0,0,61,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,3,0x0,1,0,0x0,,,,,,,,,"Призов скелета",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x10,0,0,0,0.0,0.0,0.0,0,0,
264,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,4,0x0,25,60,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,364,0,0x32,,,,,,,,,"Луки",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
